CONTENT TYPE,PROGRAM NAME,CONTENT NAME,SEASON NUMBER,PARTNER ID,IMPRESSIONS,ESTIMATED PARTNER EARNINGS,eCPM
SERIES,Karamo,S01:E01 - Unlocking My Phone; but You Have a Mistress,1,KA-0606,522374,2557.7737387499983,4.896441512690138
SERIES,Karamo,S01:E02 - Plus Size Model Confronts Her Online Troll,1,KA-0604,262350,1248.2498710000013,4.757956436058706
SERIES,Karamo,S01:E03 - I'll Unlock My Phone to Prove My Innocence,1,KA-0603,220731,1025.2862179999981,4.644957971467524
SERIES,Karamo,S01:E05 - My Child's Father Won't Accept My Transition,1,KA-0602,215062,988.2926276499995,4.5953847153379
SERIES,Maury,S11:E32 - 2 Moms. 3 Babies. Is One Man the Dad?,11,MS-1132,199160,977.6473185999987,4.9088537788712525
SERIES,The Jerry Springer Show,S12:E31 - I Want Your Lover!,12,JS-1856,190373,918.0642072999975,4.822449650423104
SERIES,Karamo,S01:E04 - Mom and Daughter in Distress,1,KA-0607,189222,869.1438759500002,4.593249600733531
SERIES,Karamo,S01:E07 - Teens in Trouble,1,KA-0608,170735,780.4592194499996,4.571172984156732
SERIES,Karamo,S01:E09 - Internet Rejects Our Open Adoption!,1,KA-0612,140472,631.1161345000002,4.492825150207872
SERIES,Karamo,S01:E10 - Show Me the Proof!,1,KA-0609,138443,630.2205192499993,4.5522021283127305
SERIES,Maury,S11:E36 - Did My Daughter Sleep With My Man?,11,MS-1136,124121,572.9031645499999,4.615682797834371
SERIES,The Jerry Springer Show,S08:E34 - Clash of the Angry Lovers,8,JS-0152,123504,604.4727867499984,4.894357970187187
SERIES,Maury,S11:E33 - Torn Apart. Where Are They Now?,11,MS-1133,122131,574.5560490499985,4.704424339848184
SERIES,The Steve Wilkos Show,"S02:E11 - Mom, Meet Your 8-Year-Old Son",2,SW-1769,114078,558.4350297999985,4.8952035431897345
SERIES,Karamo,S01:E11 - Confronting My Bully...My Mom,1,KA-0613,109536,493.07089,4.5014505733274905
SERIES,Karamo,S01:E13 - Families Reunited,1,KA-0605,103900,475.79486355000023,4.579353835899906
SERIES,The Jerry Springer Show,S07:E16 - Wife Discovers Husband's Secret Family,7,JS-0123,103029,492.7905395999983,4.783027493230045
SERIES,Maury,S11:E37 - 10 Moms. 12 Kids. Who’s the Dad? (Pt. 1),11,MS-1137,101110,459.36762754999916,4.543246242211445
SERIES,The Jerry Springer Show,"S07:E35 - Honey, I'm Really a Guy",7,JS-0125,100680,466.4872912999985,4.633366024036537
SERIES,Karamo,S01:E12 - Unlock the Phone,1,KA-0610,99729,450.5932662499999,4.518176921958506
SERIES,Maury,S11:E39 - 1 Woman … 5 Kids … 15 Men Tested,11,MS-1139,93262,420.4788032499994,4.508575874954422
SERIES,The Jerry Springer Show,S08:E35 - Shocking Truths Exposed,8,JS-0155,89920,417.0173609999983,4.637648587633433
SERIES,Karamo,S01:E15 - Too Many People in This Relationship,1,KA-0616,88419,402.15932104999973,4.548336003008401
SERIES,Maury,S11:E38 - 10 Moms. 12 Kids. Who’s the Dad? (Pt. 2),11,MS-1138,87750,397.28482604999925,4.527462405128197
SERIES,The Steve Wilkos Show,S02:E41 - I’m 14 and I Want a Baby,2,SW-1792,86257,405.64864159999865,4.702790980442151
SERIES,Karamo,"S01:E14 - I'm 17, Are You My Daddy?",1,KA-0614,75679,347.1940225999996,4.587719480965652
SERIES,Karamo,S01:E16 - Unlock the Phone II,1,KA-0618,74138,334.0075085000001,4.505213365615475
SERIES,The Jerry Springer Show,S07:E59 - Update: Woman in Labor Confronts Mistress,7,JS-0127,71386,325.1943676499991,4.55543618706748
SERIES,The Steve Wilkos Show,S02:E67 - I Have Two Husbands,2,SW-1702,70520,323.2133202499994,4.5832858798922205
SERIES,The Steve Wilkos Show,S03:E01 - Tell the Truth Now,3,SW-1766,69474,325.50748639999864,4.68531373463452
SERIES,The Jerry Springer Show,S08:E38 - Scandalous Affairs,8,JS-0157,68441,314.1952579999995,4.590746160926923
SERIES,Karamo,S01:E17 - My Cheating Husband Went Viral,1,KA-0617,67826,306.9067612999997,4.524913179311763
SERIES,Karamo,S01:E19 - 5 Year Relationship...We've Never Met,1,KA-0621,67008,303.8698855500001,4.5348299538861045
SERIES,Maury,S11:E45 - Shocking Results… Where Are They Now?,11,MS-1145,66872,297.74714004999936,4.452493421013269
SERIES,Maury,S11:E41 - Our 3 Kids May Not Be Yours!,11,MS-1141,66590,296.94759349999987,4.45934214596786
SERIES,The Jerry Springer Show,S08:E41 - Attack of the Springer Guests,8,JS-0158,66376,299.77719929999927,4.516349272327337
SERIES,The Steve Wilkos Show,S06:E16 - Did You Ever Have My Baby?,6,SW-0616,65446,306.0582972499994,4.676501195642199
SERIES,Karamo,S01:E20 - Our Love Went Viral,1,KA-0619,64457,289.6968648499999,4.494420541601376
SERIES,The Steve Wilkos Show,S02:E83 - An Explosive DNA Story,2,SW-1721,63884,292.86287344999937,4.584291425865621
SERIES,The Jerry Springer Show,S07:E79 - Cheaters Come Clean,7,JS-0103,62623,282.3391917499992,4.508554233268914
SERIES,Karamo,S01:E21 - Unlock the Phone: Is She Still Talking to Her One-Night Stand?,1,KA-0622,60251,271.67725924999957,4.509091288941255
SERIES,Maury,S11:E80 - Family and Babysitter Secrets Revealed,11,MS-1180,57590,257.30040344999975,4.4677965523528345
SERIES,Karamo,S01:E22 - DNA: Are You My Brother & Sister?,1,KA-0624,56869,255.51461379999986,4.493038629130104
SERIES,The Jerry Springer Show,S07:E80 - I'm in a Love Triangle!,7,JS-1706,54238,243.37411479999983,4.487151347763557
SERIES,Karamo,S01:E18 - Unlock the Phone Has Shocking Surprise,1,KA-0620,54069,244.61854624999995,4.524192166490964
SERIES,The Steve Wilkos Show,"S02:E86 - Steve, I Can’t Face the Truth",2,SW-1722,52992,241.7002089499994,4.561069764304034
SERIES,The Jerry Springer Show,S07:E85 - I Have a Secret for My Man!,7,JS-0130,52443,235.9069582999998,4.498349795015537
SERIES,The Jerry Springer Show,S08:E43 - Cheating Secrets Revealed,8,JS-0115,51160,230.3177212499994,4.501910110437831
SERIES,The Steve Wilkos Show,S06:E30 - Heart-Stopping DNA Results,6,SW-0630,51084,232.6634466999997,4.554526793125043
SERIES,The Steve Wilkos Show,S02:E100 - A Mother in Denial,2,SW-1732,50536,230.02954659999975,4.55179568228589
SERIES,The Steve Wilkos Show,S06:E34 - Controlling and Abusive Men,6,SW-0634,49761,223.67991399999943,4.495084785273597
SERIES,Maury,S11:E55 - Did My Fiance Cheat With My Mom?,11,MS-1151,49638,223.42422039999977,4.5010721705145205
SERIES,Karamo,S01:E23 - Unlock the Phone: Prove You're Not Cheating,1,KA-0623,49166,220.45447849999996,4.483880700077289
SERIES,Karamo,S01:E26 - My Niece Is 16 and Pregnant ... I Need Help,1,KA-0625,48669,217.68700344999985,4.47280616922476
SERIES,The Jerry Springer Show,S07:E81 - Holiday Hell Feast,7,JS-0104,48651,218.4730579499994,4.490618033545033
SERIES,Karamo,S01:E24 - Karamo & His Son Share Their Story of Addiction,1,KA-0627,48291,218.83286464999995,4.531545518833736
SERIES,Maury,S11:E82 - Women at War! Shocking Test Results!,11,MS-1182,47186,209.48435894999986,4.439544757979059
SERIES,The Steve Wilkos Show,S02:E121 - He Controls Your Entire Life!,2,SW-1746,47164,215.2342510999997,4.5635283500127155
SERIES,The Jerry Springer Show,S08:E47 - Explosive Love Affairs,8,JS-0160,46608,208.83571459999936,4.480683886886358
SERIES,The Jerry Springer Show,S08:E44 - I Can't Stop Loving You,8,JS-0159,45521,204.3607875999999,4.489373862612858
SERIES,The Steve Wilkos Show,S03:E82 - College Life Uncovered (Pt. 1),3,SW-1707,45483,205.4852118,4.517846487698701
SERIES,The Steve Wilkos Show,S02:E128 - Crawl to Your Wife,2,SW-1755,45436,202.73715584999974,4.462037940179588
SERIES,The Steve Wilkos Show,S06:E37 - DNA Shockers,6,SW-0637,45429,202.45692614999984,4.4565569603116915
SERIES,Maury,S12:E32 - Is My Sister's Fiancé or My Ex My Baby's Father?,12,MS-1232,45196,203.63235884999978,4.505539402823254
SERIES,The Steve Wilkos Show,S02:E122 - Did You Fake Your Pregnancies?,2,SW-1748,43879,198.17954509999956,4.516500948061705
SERIES,The Steve Wilkos Show,S06:E54 - I Left You but You Are the Father,6,SW-17111,43553,193.1933668999998,4.4358222602346515
SERIES,Karamo,S01:E27 - Your Sister Says You Cheat...Unlock Your Phone,1,KA-0628,43158,193.69711089999993,4.488092842578431
SERIES,Maury,S11:E78 - Family Sex Secrets Uncovered!,11,MS-1178,43149,206.3875212999998,4.7831356763772
SERIES,The Steve Wilkos Show,S04:E79 - 16-Year-Old Surrogate Stole Our Baby,4,SW-0479,42379,189.6034063499999,4.4739943450765685
SERIES,The Steve Wilkos Show,S02:E127 - I’m Starving Myself to Death,2,SW-1754,42121,190.87410194999973,4.5315662484271435
SERIES,Karamo,S01:E25 - Mom Used Me for Her Sexy Business,1,KA-0626,41976,190.51455025,4.538654236944921
SERIES,Maury,S11:E85 - I'll Prove Your 5 Kids Are Not Mine!,11,MS-1185,41935,187.95900144999993,4.482150982472873
SERIES,The Jerry Springer Show,S07:E86 - I Never Let You Go,7,JS-0131,41871,186.66455854999958,4.45808694681282
SERIES,The Steve Wilkos Show,S03:E45 - Real Teens; Real Topics,3,SW-1793,41536,186.85105619999987,4.498532747496145
SERIES,Karamo,S01:E29 - Unlock My Husband's Phone...Is He Cheating?,1,KA-0630,41253,185.8965912,4.506256301359901
SERIES,The Steve Wilkos Show,S04:E33 - What if She Is Your Daughter?,4,SW-0433,41160,182.68472254999975,4.438404337949459
SERIES,Karamo,S01:E30 - Don't Leave Me...Save Our Family,1,KA-0631,39299,177.8876880500001,4.5265194546935055
SERIES,Maury,S12:E29 - Is My Sister Sleeping With My Man?,12,MS-1229,39187,177.5293595000001,4.5303125909102535
SERIES,Maury,S12:E36 - Cheating With His Stepdaughter? Family Sex Secrets Exposed!,12,MS-1760,38892,174.3669132500003,4.483361957471981
SERIES,The Jerry Springer Show,S07:E89 - Homewreckers Confronted,7,JS-0105,38397,171.3241580499999,4.4619152030106495
SERIES,The Jerry Springer Show,S07:E95 - Guess What...I'm a Man,7,JS-0139,38236,169.40237009999976,4.430441732921848
SERIES,Maury,S12:E28 - Did My Husband or Lover Father My Kids?,12,MS-1228,37972,175.06079715,4.610260116664912
SERIES,The Jerry Springer Show,S08:E91 - Mom Stole My Lady Love!,8,JS-0129,37869,169.22039189999956,4.468573025429759
SERIES,Karamo,S01:E31 - Will a Dna Test Reveal My True Identity? Will This Friendship Survive?,1,KA-0615,36825,166.26056270000007,4.514882897488121
SERIES,Karamo,S01:E28 - If You're Not Cheating...Unlock Your Phone!,1,KA-0629,36659,166.85913099999993,4.55165528246815
SERIES,The Jerry Springer Show,S08:E101 - Guess What? I'm Cheating,8,JS-0135,36150,163.00827484999985,4.509219221300134
SERIES,The Jerry Springer Show,S08:E50 - Hot Love Affairs,8,JS-0136,35409,157.28291285000012,4.441890842723605
SERIES,The Jerry Springer Show,S07:E93 - My Lover Is a Cheat!,7,JS-1717,35251,157.06513434999988,4.455622091571867
SERIES,The Steve Wilkos Show,S03:E134 - Results Revealed: Did She Cheat?,3,SW-1752,35002,155.27591069999983,4.436201094223183
SERIES,The Steve Wilkos Show,S04:E47 - I Had Sex to Hurt You,4,SW-17103,34961,154.78542584999994,4.42737409828094
SERIES,The Jerry Springer Show,S07:E91 - I'll Fight for My Man,7,JS-0138,34479,152.87500919999985,4.4338585573827505
SERIES,Karamo,S01:E37 - Unlock: Prove That You're Not Cheating With My Cousin,1,KA-0639,34348,156.02911950000006,4.542596934319322
SERIES,The Jerry Springer Show,S08:E100 - Love Affairs Disasters,8,JS-0134,33606,148.88828990000002,4.430407959888116
SERIES,The Steve Wilkos Show,S04:E01 - How Could You Cover for Him?,4,SW-0401,32702,150.89976729999984,4.614389557213621
SERIES,Maury,S12:E30 - We Had a Threesome... Is Your Man My Baby's Dad?,12,MS-1230,32591,148.33645035000018,4.551454399987732
SERIES,Maury,S12:E38 - I Cheated With Your Family and 97 Women,12,MS-1238,32086,143.55127589999998,4.473953621517172
SERIES,Maury,S12:E34 - I Saw You Cheat... My Son Is Not Your Baby's Father!,12,MS-1234,31796,141.2146887999999,4.4412721348597275
SERIES,The Jerry Springer Show,S07:E97 - I Have a Sexy Secret!,7,JS-1721,31139,137.61210915,4.419284792382543
SERIES,The Steve Wilkos Show,S04:E81 - Is She Lying About the Baby?,4,SW-17100,31068,137.00614500000003,4.409879779837776
SERIES,The Jerry Springer Show,S07:E98 - Get Your Own Man!,7,JS-1722,31034,137.80065529999985,4.440312408970801
SERIES,Maury,S11:E83 - I'll Prove Her Baby's Not Mine!,11,MS-1183,30789,136.11842029999994,4.42100816200591
SERIES,The Jerry Springer Show,S07:E96 - I've Had Enough…It's Over!,7,JS-1720,30696,136.07884769999998,4.433113360046911
SERIES,Karamo,S01:E41 - Three Sisters in Crisis,1,KA-0644,30282,136.82464960000004,4.518349171124762
